audio_file|text|speaker_name
wavs/voiceline_80.wav|Do not fight it. Azura's prophecies always come to pass. To deny them is to go headlong into the darkness with no light to guide you.|femaledarkelf
wavs/voiceline_81.wav|Yes. There were others at first, but Azura's visions tested everyone's faith. One by one, they left. Afraid to know their own future.|femaledarkelf
wavs/voiceline_82.wav|But I refuse to abandon the shrine. The visions are a gift. Azura warns me of tragedy, war, death before it happens. I won't leave her guidance.|femaledarkelf
wavs/voiceline_83.wav|My people, the Dunmer, built it. We fled from Morrowind after Vvardenfell erupted almost 200 years ago.|femaledarkelf
wavs/voiceline_84.wav|Those of us who were faithful to Azura were given a vision that led us away from the island before the worst came.|femaledarkelf
wavs/voiceline_85.wav|This shrine is our thanks to her. That none will forget that she watches over us all.|femaledarkelf
wavs/voiceline_86.wav|We are children of the Twilight. Beings who are to be guided from the darkness into the light. And from the light into darkness.|femaledarkelf
wavs/voiceline_87.wav|Azura. Who led her children away from the disaster of Vvardenfell. You are the prophet that reveals our true future.|femaledarkelf
wavs/voiceline_88.wav|No harm shall come to me, for I live under Azura's wisdom. Her foresight protects me. Her insight sustains me.|femaledarkelf
wavs/voiceline_89.wav|Protect the Jarl with your lives!|femaledarkelf
wavs/voiceline_90.wav|Leave that dog alone!|femaledarkelf
wavs/voiceline_91.wav|Hey, that's a valuable animal!|femaledarkelf
wavs/voiceline_92.wav|There is an unnatural chill in the air. Some evil power is at work in this place.|femaledarkelf
wavs/voiceline_93.wav|I do not envy those creatures that make a home in such cold, dark places as this.|femaledarkelf
wavs/voiceline_94.wav|Careful. Our footsteps will echo in every chamber and tunnel.|femaledarkelf
wavs/voiceline_95.wav|In a mine, the poor man labors to find precious stones that only the rich man can afford.|femaledarkelf
wavs/voiceline_96.wav|I wonder how many poor souls have lost their lives working these tunnels.|femaledarkelf
wavs/voiceline_97.wav|These earthen passages do not agree with me. I already miss the wind and sky.|femaledarkelf
wavs/voiceline_98.wav|The fewer of these mines we venture into, the happier I'll be.|femaledarkelf
wavs/voiceline_99.wav|It is strange to think that these chambers were once home to the ancient Nords.|femaledarkelf
wavs/voiceline_100.wav|Yes, yes I did. I've already sent instructions, you just need to make sure this arrives in one piece.|femaledarkelf
wavs/voiceline_101.wav|My wife died. Things won't be the same without her.|femaledarkelf
wavs/voiceline_102.wav|My husband died. Things won't be the same without him.|femaledarkelf
wavs/voiceline_103.wav|My father died. Things won't be the same without him.|femaledarkelf
wavs/voiceline_104.wav|My mother died. Things won't be the same without her.|femaledarkelf
wavs/voiceline_105.wav|My daughter died. Things won't be the same without her.|femaledarkelf
wavs/voiceline_106.wav|My son died. Things won't be the same without him.|femaledarkelf
wavs/voiceline_107.wav|My sister died. Things won't be the same without her.|femaledarkelf
wavs/voiceline_108.wav|My brother died. Things won't be the same without him.|femaledarkelf
wavs/voiceline_109.wav|My aunt died. Things won't be the same without her.|femaledarkelf
wavs/voiceline_110.wav|My uncle died. Things won't be the same without him.|femaledarkelf
wavs/voiceline_111.wav|My niece died. Things won't be the same without her.|femaledarkelf
wavs/voiceline_112.wav|My nephew died. Things won't be the same without him.|femaledarkelf
wavs/voiceline_113.wav|My cousin died. Things won't be the same without her.|femaledarkelf
wavs/voiceline_114.wav|My cousin died. Things won't be the same without him.|femaledarkelf
wavs/voiceline_115.wav|My kinsman died. Things won't be the same without him.|femaledarkelf
wavs/voiceline_116.wav|My kinswoman died. Things won't be the same without her.|femaledarkelf
wavs/voiceline_117.wav|My friend died. Things won't be the same without her.|femaledarkelf
wavs/voiceline_118.wav|My friend died. Things won't be the same without him.|femaledarkelf
wavs/voiceline_119.wav|My girlfriend died. Things won't be the same without her.|femaledarkelf
wavs/voiceline_120.wav|My boyfriend died. Things won't be the same without him.|femaledarkelf
wavs/voiceline_121.wav|Azura has seen your coming, traveler. It was not curiosity, but fate, that has led you here.|femaledarkelf
wavs/voiceline_122.wav|Azura has given me the gift of foresight. I had a vision of you walking up the steps to this altar long before you were born.|femaledarkelf
wavs/voiceline_123.wav|You have been chosen to be her champion. I know it is unexpected, but do not worry. It will all unfold as she has predicted.|femaledarkelf
wavs/voiceline_124.wav|Help! Someone's being attacked!|femaledarkelf
wavs/voiceline_125.wav|Help! I'm being attacked!|femaledarkelf
wavs/voiceline_126.wav|Last mistake.|femaledarkelf
wavs/voiceline_127.wav|Hey! Hands off!|femaledarkelf
wavs/voiceline_128.wav|Hey, that isn't yours!|femaledarkelf
wavs/voiceline_129.wav|Help! Murder!|femaledarkelf
wavs/voiceline_130.wav|Murdered! In cold blood!|femaledarkelf
wavs/voiceline_131.wav|By the gods, no!|femaledarkelf
wavs/voiceline_132.wav|Why you...|femaledarkelf
wavs/voiceline_133.wav|Pickpocket! We've got a pickpocket!|femaledarkelf
wavs/voiceline_134.wav|You should have listened. Guards! Help! Trespasser!|femaledarkelf
wavs/voiceline_135.wav|I'm not going to warn you again. Get out, or I'll call the guards!|femaledarkelf
wavs/voiceline_136.wav|It's time for you to leave, my friend.|femaledarkelf
wavs/voiceline_137.wav|You, of all people. Get out!|femaledarkelf
wavs/voiceline_138.wav|Can't a woman get a moment to herself? Leave me!|femaledarkelf
wavs/voiceline_139.wav|Azura's Star! I knew the Lady of Twilight had sent you for a reason.|femaledarkelf
wavs/voiceline_140.wav|Hand it over to me. I will ask Azura to restore the Star to its original purity.|femaledarkelf
wavs/voiceline_141.wav|Exile or no, my duty to Balgruuf remains. Keep that in mind when you approach him, for I will be watching.|femaledarkelf
wavs/voiceline_142.wav|It seems our enemies have no end of spies, saboteurs and assassins to send against us.|femaledarkelf
wavs/voiceline_143.wav|Make a move toward Balgruuf, and you're dead.|femaledarkelf
wavs/voiceline_144.wav|She is the Goddess of Dawn and Dusk. Azura sees into the Twilight of the future, and guides her followers through it.|femaledarkelf
wavs/voiceline_149.wav|An outsider? No reason to stop in Kynesgrove. Keep moving.|femaledarkelf
wavs/voiceline_150.wav|The mine's always on the verge of collapse. Good thing I'm around to keep it up.|femaledarkelf
wavs/voiceline_151.wav|Morrowind used to be a lovely place, but you couldn't pay me to live there these days.|femaledarkelf
wavs/voiceline_152.wav|Most people in Skyrim don't care for Dunmer. Rwavi's the only one around here even half-decent.|femaledarkelf
wavs/voiceline_153.wav|I should get over to Windhelm more. See how the other Morrowind refugees are getting along.|femaledarkelf
wavs/voiceline_154.wav|Dravin! One of the soldiers I spoke to on the way home said you threatened them. What's come over you?|femaledarkelf
wavs/voiceline_155.wav|All you'll accomplish by threatening them is ending up in the Riften dungeon. You're lucky they didn't take you seriously.|femaledarkelf
wavs/voiceline_156.wav|I don't care! Just stay away from the soldiers and keep to your business. It's the only way we'll make it through this.|femaledarkelf
wavs/voiceline_157.wav|If it puts your mind at ease, I'll take it with me. I'm sorry.|femaledarkelf
wavs/voiceline_158.wav|Now that you've brought Dravin's bow back, he's back to his crabby old self. For better or for worse, I still thank you.|femaledarkelf
wavs/voiceline_159.wav|You'll have to forgive my husband's manners. He's not used to pleasantries.|femaledarkelf
wavs/voiceline_160.wav|The war's been hard on the farm and hard on Dravin. We don't know what to expect from one day to the next.|femaledarkelf
wavs/voiceline_161.wav|Someday, I hope we can get away from here... perhaps move back to Morrowind. This isn't at all what we expected.|femaledarkelf
wavs/voiceline_162.wav|Husband, you worry far too much. We are within an hour's walk of Riften.|femaledarkelf
wavs/voiceline_163.wav|I'm going to find whoever did this.|femaledarkelf
wavs/voiceline_164.wav|Oh... what happened?|femaledarkelf
wavs/voiceline_165.wav|I feel the eyes of angry spirits upon us. We are not welcome here.|femaledarkelf
wavs/voiceline_166.wav|Few would dare to trespass in these ruins. What you lack in wisdom, you make up for in courage.|femaledarkelf
wavs/voiceline_192.wav|What kind of filthy barbarian just throws their trash on the ground?|femaledarkelf
wavs/voiceline_193.wav|Are you out of your mind?|femaledarkelf
wavs/voiceline_194.wav|If you value your well being, you will offer an apology...|femaledarkelf
wavs/voiceline_195.wav|You should be.|femaledarkelf
wavs/voiceline_196.wav|What is that half-naked fetcher trying to prove?|femaledarkelf
wavs/voiceline_197.wav|Looks dead to me.|femaledarkelf
wavs/voiceline_198.wav|I don't want any trouble. Not after what you did to me last time.|femaledarkelf
wavs/voiceline_199.wav|No... not like this...|femaledarkelf
wavs/voiceline_200.wav|Please... mercy...|femaledarkelf
wavs/voiceline_201.wav|I guess you had your reasons.|femaledarkelf
wavs/voiceline_202.wav|Was that really necessary?|femaledarkelf
wavs/voiceline_203.wav|If I can just... stand up...|femaledarkelf
wavs/voiceline_204.wav|I guess I can look the other way, this time.|femaledarkelf
wavs/voiceline_205.wav|Oh, what a clever thief you are.|femaledarkelf
wavs/voiceline_206.wav|I'll let you stay. This time.|femaledarkelf
wavs/voiceline_207.wav|Guess they deserved it...|femaledarkelf
wavs/voiceline_208.wav|I didn't know you were so cold-blooded...|femaledarkelf
wavs/voiceline_209.wav|Here's what's going to happen. I'm going to pretend I didn't hear that, and you're going to leave me alone. Deal?|femaledarkelf
wavs/voiceline_210.wav|Look, Ambarys, I just came here for a drink. I don't need any trouble.|femaledarkelf
wavs/voiceline_211.wav|What do you want from me? I work for them ok? We're not friends. They pay me, and I get the job done. That's it.|femaledarkelf
wavs/voiceline_212.wav|Either pour another drink or keep moving, Ambarys.|femaledarkelf
wavs/voiceline_213.wav|Gods! Another fight.|femaledarkelf
wavs/voiceline_217.wav|There may be no enemy more foul than a walking corpse.|femaledarkelf
wavs/voiceline_218.wav|These ruins and their mechanical inhabitants are all that remain of the Dwemer.|femaledarkelf
wavs/voiceline_219.wav|It's said that the Forsworn make dark pacts with the Hagravens, and that is why they can use magic.|femaledarkelf
wavs/voiceline_220.wav|There is no adversary more deadly than a vampire. They are as cruel as they are cunning.|femaledarkelf
wavs/voiceline_223.wav|What's the hurry?|femaledarkelf
wavs/voiceline_224.wav|I'll let you live. This time.|femaledarkelf
wavs/voiceline_225.wav|I don't have to take this from the likes of you.|femaledarkelf
wavs/voiceline_226.wav|Hey, don't look at me that way! Who are you to judge me?|femaledarkelf
wavs/voiceline_227.wav|So what if I have a problem? I know how to deal with it!|femaledarkelf
wavs/voiceline_228.wav|Maramal thinks he's so smart; tells me that Mara will cleanse the filth from my blood. Ha! What does he know?|femaledarkelf
wavs/voiceline_229.wav|If Indaryn finds out, he'll have me thrown out of the Meadery for certain. So don't breathe a word of it to him. Not a word!|femaledarkelf
wavs/voiceline_230.wav|Oh what am I going do? I can barely afford to stay at the Bunkhouse.|femaledarkelf
wavs/voiceline_231.wav|"My n'wah of a father thought he could pull my strings... """"continue the Hlaalu tradition."""" Bah! I left all that nonsense behind."|femaledarkelf
wavs/voiceline_232.wav|I'm going to stop. That's what I'm going to do! Then everyone will see that I'm not as useless as they think.|femaledarkelf
wavs/voiceline_233.wav|I'll see you burn!|femaledarkelf
wavs/voiceline_239.wav|Do you know what Indaryn told me? He said if I'm late one more time he'll kick me right out the door!|femaledarkelf
wavs/voiceline_240.wav|What do you mean?|femaledarkelf
wavs/voiceline_248.wav|Thank you.|femaledarkelf
wavs/voiceline_262.wav|This what you want? Huh?|femaledarkelf
wavs/voiceline_263.wav|Not quite good enough, are you?|femaledarkelf
wavs/voiceline_264.wav|Give up while you still can!|femaledarkelf
wavs/voiceline_265.wav|Nerevar guide me!|femaledarkelf
wavs/voiceline_266.wav|Until next time, guardian.|femaledarkelf
wavs/voiceline_267.wav|It's been an honor, guardian.|femaledarkelf
wavs/voiceline_268.wav|I was a sorceress of no small skill before I came into Azura's faith. Afterwards, her magic sustained me.|femaledarkelf
wavs/voiceline_269.wav|I could easily provide my spells to your cause. Protect you from harm. Defeat your enemies.|femaledarkelf
wavs/voiceline_270.wav|Twilight watch over you, guardian.|femaledarkelf
wavs/voiceline_271.wav|Are you ready for me to show Azura her Star and receive her wisdom?|femaledarkelf
wavs/voiceline_272.wav|While you were in the Star, Azura gave me a vision. Her last, she said.|femaledarkelf
wavs/voiceline_273.wav|I have never been without Azura's foresight since escaping Morrowind. I don't know what to do.|femaledarkelf
wavs/voiceline_274.wav|If you need me, I'd be honored to accompany you, Guardian of the Star. It would give me a purpose.|femaledarkelf
wavs/voiceline_275.wav|Leave this shrine, blasphemer, before I kill you for defiling Azura's artifact.|femaledarkelf
wavs/voiceline_276.wav|She wishes to speak to you herself. Please. Place your hands on the altar, and you will hear her voice.|femaledarkelf
wavs/voiceline_277.wav|Azura. Mother of Roses. Goddess of Dusk and Dawn. Your chosen champion has returned your Star to you.|femaledarkelf
wavs/voiceline_278.wav|No. She said my part was over. That my fate had moved beyond the Twilight, and I was on my own.|femaledarkelf
wavs/voiceline_279.wav|I will tend Azura's shrine when you do not need me. I still have my duties, but for the first time I feel... alone.|femaledarkelf
wavs/voiceline_280.wav|Then you are weak and inconsequential.|femaledarkelf
wavs/voiceline_281.wav|You are nothing.|femaledarkelf
wavs/voiceline_282.wav|Shhh! Be still. Beware her anger!|femaledarkelf
wavs/voiceline_283.wav|Our Lord! She has come!|femaledarkelf
wavs/voiceline_285.wav|Many are our lord's lofty names, but they befit only us mortals. Intone her mighty names from now until the end of time - it is for naught.|femaledarkelf
wavs/voiceline_286.wav|Names mean nothing to our Lord. She only cares for those who care for themselves, whose hearts are full of purpose, whose lives are full of deeds.|femaledarkelf
wavs/voiceline_287.wav|We are forged by Boethiah's example. We carve our will upon the world through our tongues and our blades.|femaledarkelf
wavs/voiceline_288.wav|You? You are nothing. An empty vapor, dispersed by the slightest breeze.|femaledarkelf
wavs/voiceline_289.wav|A well placed word, or a well placed dagger. Both can achieve equal purposes.|femaledarkelf
wavs/voiceline_290.wav|Though we live in shadow, we carve indelible signs of our passing into the world.|femaledarkelf
wavs/voiceline_291.wav|We are Lord Boethiah's faithful. Have you come to test your mettle?|femaledarkelf
wavs/voiceline_292.wav|Good. Perhaps I've misjudged.|femaledarkelf
wavs/voiceline_293.wav|If you desire a glimpse of our Dark Mistress, then this is what you must do.|femaledarkelf
wavs/voiceline_294.wav|First, prove your tongue can wield a lie. Find someone. Gain his trust. Lead him to the shrine above.|femaledarkelf
wavs/voiceline_295.wav|Then, girded with certitude, plant the ceremonial blade deeply, so that the waters of his heart wash over you.|femaledarkelf
wavs/voiceline_296.wav|If your will is strong enough, it will stir Boethiah in her Dark Mansion, and she will appear before us.|femaledarkelf
wavs/voiceline_297.wav|Next, instruct your thrall to touch the Pillar of Sacrifice. Its magic will ensnare him, rendering him helpless.|femaledarkelf
wavs/voiceline_298.wav|That remains to be seen. But if it is so, and if Boethiah appears, then we will welcome you as one of us.|femaledarkelf
wavs/voiceline_299.wav|It's really dead, then?|femaledarkelf
wavs/voiceline_300.wav|I never would have believed it, if I hadn't seen it with my own eyes...|femaledarkelf
wavs/voiceline_301.wav|It may be dead now, but... where did it come from?|femaledarkelf
wavs/voiceline_302.wav|In all my years, I've never seen such a thing...|femaledarkelf
wavs/voiceline_303.wav|Something's happening...|femaledarkelf
wavs/voiceline_304.wav|What manner of magic is this?|femaledarkelf
wavs/voiceline_305.wav|Look out! Don't get too close!|femaledarkelf
wavs/voiceline_306.wav|It's like the ancient legends. Dragonborn...|femaledarkelf
wavs/voiceline_307.wav|It can't be... You... You took its very soul...|femaledarkelf
wavs/voiceline_308.wav|By the gods... I don't even know what to say...|femaledarkelf
wavs/voiceline_309.wav|Mara only helps those who can afford her tithes. This is nonsense.|femaledarkelf
wavs/voiceline_310.wav|Let me know if you see anything you like.|femaledarkelf
wavs/voiceline_311.wav|Keep your distance...|femaledarkelf
wavs/voiceline_312.wav|Good dog.|femaledarkelf
wavs/voiceline_313.wav|Stupid dog.|femaledarkelf
wavs/voiceline_314.wav|A dragon is attacking the Western Watchtower.|femaledarkelf
wavs/voiceline_315.wav|Now what do you say? Shall we go kill us a dragon?|femaledarkelf
wavs/voiceline_316.wav|That's a fair question. None of us have ever seen a dragon before, or expected to face one in battle.|femaledarkelf
wavs/voiceline_317.wav|But we are honorbound to fight it, even if we fail. This dragon is threatening our homes... our families.|femaledarkelf
wavs/voiceline_318.wav|You heard right! I said a dragon!|femaledarkelf
wavs/voiceline_319.wav|Here's the situation.|femaledarkelf
wavs/voiceline_320.wav|I don't much care where it came from or who sent it. What I do know is that it's made the mistake of attacking Whiterun!|femaledarkelf
wavs/voiceline_321.wav|You're the one that got out of Helgen, aren't you? I could use anyone who's tangled with a dragon before.|femaledarkelf
wavs/voiceline_322.wav|Where do you think you'll be the most help - scouting ahead or supporting the rest of my men?|femaledarkelf
wavs/voiceline_323.wav|Well? You going to scout ahead or travel with me?|femaledarkelf
wavs/voiceline_324.wav|Jarl Balgruuf is waiting.|femaledarkelf
wavs/voiceline_325.wav|Good enough. We'll meet up near the watchtower. Don't take any chances until we get there.|femaledarkelf
wavs/voiceline_326.wav|That was the hairiest fight I've ever been in, and I've been in more than a few.|femaledarkelf
wavs/voiceline_327.wav|I don't know about this Dragonborn business, but I'm sure glad you're with us.|femaledarkelf
wavs/voiceline_328.wav|You better get back to Whiterun right away. Jarl Balgruuf will want to know what happened here.|femaledarkelf
wavs/voiceline_329.wav|I'm taking command here for the moment. You head back to Whiterun and let the Jarl know what happened.|femaledarkelf
wavs/voiceline_330.wav|We'd better go make sure that bastard is really dead. Collect us a trophy or something to bring back to Ulfric.|femaledarkelf
wavs/voiceline_331.wav|Scatter and get behind cover! We need to hurt it, somehow! If you've got a bow or spells, now would be a good time to use them!|femaledarkelf
wavs/voiceline_332.wav|I've already ordered my men to muster near the main gate.|femaledarkelf
wavs/voiceline_333.wav|Well, if the shoe fits...|femaledarkelf
wavs/voiceline_334.wav|Can't tell you. It's a bit of a trade secret I picked up when I was living in High Rock.|femaledarkelf
wavs/voiceline_335.wav|What rumors?|femaledarkelf
wavs/voiceline_336.wav|I heard a traveler say that Helgen was destroyed by one of those creatures. Didn't leave a soul alive they said.|femaledarkelf
wavs/voiceline_337.wav|May I ask what all the honey's for? I mean, you used to buy almost a jar a week. Are you cooking or something?|femaledarkelf
wavs/voiceline_338.wav|Yes?|femaledarkelf
wavs/voiceline_339.wav|I'm afraid it's going to be a while before I can get any more Goldenglow Honey.|femaledarkelf
wavs/voiceline_340.wav|Oh! Miss Maven. What can I do for you?|femaledarkelf
wavs/voiceline_341.wav|Do you wish to test yourself against me?|femaledarkelf
wavs/voiceline_342.wav|If you wish to gain Boethiah's attention, you must slay a thrall upon her shrine.|femaledarkelf
wavs/voiceline_343.wav|You were weak. Now you are dead. What signs have you left of your passing for us to remember you by?|femaledarkelf
wavs/voiceline_344.wav|Sounds good. May I owe you for them?|femaledarkelf
wavs/voiceline_345.wav|Shadr, that's so sweet... I'd love to.|femaledarkelf
wavs/voiceline_346.wav|There's someone I like very much in Riften. I think I'd like to marry him someday, but... well, he's not of my kind. Would Mara be angry?|femaledarkelf
wavs/voiceline_347.wav|I'm well. How are things over at the stables? Old Hofgrir giving you a hard time?|femaledarkelf
wavs/voiceline_348.wav|Dinya? I was reading that missive you gave me and I was wondering something about marriage.|femaledarkelf
wavs/voiceline_349.wav|You know I can't tell you that. As soon as I do, and you have a few meads in you, everyone will know.|femaledarkelf
wavs/voiceline_350.wav|I've heard. Bolli and Keerava were speaking of it just a little while ago.|femaledarkelf
wavs/voiceline_351.wav|I told you everything I know. What else did you want?|femaledarkelf
wavs/voiceline_352.wav|You looking for something?|femaledarkelf
wavs/voiceline_353.wav|I think I've said enough. Now leave me alone.|femaledarkelf
wavs/voiceline_354.wav|Congratulations on your wedding. I'm so happy for both of you.|femaledarkelf
wavs/voiceline_355.wav|Just leave.|femaledarkelf
wavs/voiceline_356.wav|Well, well, you actually did what you said you were going to do. I'm impressed.|femaledarkelf
wavs/voiceline_357.wav|Here, let me teach you a thing or two about Alteration magic. It's the least I can do.|femaledarkelf
wavs/voiceline_358.wav|It's not any of your bother, so I don't see what you're apologizing for.|femaledarkelf
wavs/voiceline_359.wav|If you want to go to the trouble, feel free. I suppose I could offer you a bit of free Alteration training when you get back.|femaledarkelf
wavs/voiceline_360.wav|Nosy one, huh? I was a mage back in Morrowind. I lend my talents to the mines here, helping them keep the tunnels safe.|femaledarkelf
wavs/voiceline_361.wav|By Azura, it gets hot in there. I use Frost Salts for a potion to keep the heat bearable, but I'm out.|femaledarkelf
wavs/voiceline_362.wav|What are you doing that for?|femaledarkelf
wavs/voiceline_363.wav|You need to leave.|femaledarkelf
wavs/voiceline_367.wav|Well... if you say so.|femaledarkelf
wavs/voiceline_368.wav|Well, this is a nice mess you've gotten me into.|femaledarkelf
wavs/voiceline_369.wav|That could have turned out better.|femaledarkelf
wavs/voiceline_370.wav|I can't believe I got caught.|femaledarkelf
wavs/voiceline_371.wav|After we were robbed, Dravin's become more bitter than ever. He hates this place.|femaledarkelf
wavs/voiceline_372.wav|If that weapon breaks anything, you will be buying it.|femaledarkelf
wavs/voiceline_373.wav|You'd better know how to use that weapon if you plan on swinging it around in here.|femaledarkelf
wavs/voiceline_374.wav|I knew it!|femaledarkelf
wavs/voiceline_375.wav|Hello? Who's there?|femaledarkelf
wavs/voiceline_376.wav|Is someone there?|femaledarkelf
wavs/voiceline_377.wav|What was that?|femaledarkelf
wavs/voiceline_379.wav|Where are you?|femaledarkelf
wavs/voiceline_380.wav|You can't hide from me!|femaledarkelf
wavs/voiceline_381.wav|Be careful!|femaledarkelf
wavs/voiceline_382.wav|Hey, watch it!|femaledarkelf
wavs/voiceline_383.wav|Don't do that.|femaledarkelf
wavs/voiceline_384.wav|Keep your hands to yourself.|femaledarkelf
wavs/voiceline_385.wav|There you are!|femaledarkelf
wavs/voiceline_386.wav|Mind's playing tricks on me...|femaledarkelf
wavs/voiceline_389.wav|How did you do that?|femaledarkelf
wavs/voiceline_390.wav|Over here!|femaledarkelf
wavs/voiceline_391.wav|You could have just asked.|femaledarkelf
wavs/voiceline_392.wav|I saw you do that, you know.|femaledarkelf
wavs/voiceline_393.wav|Ha! Found you!|femaledarkelf
wavs/voiceline_394.wav|Get him!|femaledarkelf
wavs/voiceline_395.wav|The mill!|femaledarkelf
wavs/voiceline_396.wav|The flour mill!|femaledarkelf
wavs/voiceline_397.wav|The smelter!|femaledarkelf
wavs/voiceline_398.wav|Somebody do something!|femaledarkelf
wavs/voiceline_399.wav|Hurry!|femaledarkelf
wavs/voiceline_400.wav|What's all the commotion?|femaledarkelf
wavs/voiceline_401.wav|By the gods!|femaledarkelf
wavs/voiceline_402.wav|What in the world...|femaledarkelf
wavs/voiceline_403.wav|This can't be happening.|femaledarkelf
wavs/voiceline_404.wav|I know I heard something.|femaledarkelf
wavs/voiceline_430.wav|What did I tell you about snooping around my wards?|femaledarkelf
wavs/voiceline_431.wav|Again? But there shouldn't be any earthstreams over there. |femaledarkelf
wavs/voiceline_432.wav|No, I've been busy trying to keep the whole mine from collapsing, if that's all right with you.|femaledarkelf
wavs/voiceline_433.wav|Not too bad. Careful around the more obvious scorchers.|femaledarkelf
wavs/voiceline_434.wav|And if you don't let me secure the steam channel, your leg could get blown off.|femaledarkelf
wavs/voiceline_435.wav|So go dig at the other corner for a bit.|femaledarkelf
wavs/voiceline_436.wav|All right, I'll take a look at it.|femaledarkelf
wavs/voiceline_437.wav|Nothing I can't handle.|femaledarkelf
wavs/voiceline_438.wav|Just what you see here.|femaledarkelf
wavs/voiceline_439.wav|Spells and incantations for those with the talent to cast them.|femaledarkelf
wavs/voiceline_440.wav|Time to... finish this!|femaledarkelf
wavs/voiceline_441.wav|I'm going to... put you down!|femaledarkelf
wavs/voiceline_442.wav|Never should have come here...|femaledarkelf
wavs/voiceline_443.wav|You'll be so much easier to rob when you're dead...|femaledarkelf
wavs/voiceline_444.wav|You cannot even conceive of the power I wield...|femaledarkelf
wavs/voiceline_445.wav|All right, then.|femaledarkelf
wavs/voiceline_447.wav|Lookee here. Looks like we got ourselves a hero.|femaledarkelf
wavs/voiceline_448.wav|You picked a bad time to get lost, friend.|femaledarkelf
